,playlist_title,url,count,video_title,views,publish_date,video_length,author,keywords,video_id,video_captions
82,Structured Query Language (SQL),https://www.youtube.com/playlist?list=PLxCzCOWd7aiHqU4HKL7-SITyuSIcD93id,24,Lec-62: EXIST and NOT EXIST Subqueries(part-8) | Database Management System,243835,25-09-2018 00:00,848,Gate Smashers,"['EXIST and NOT EXIST Subqueries', 'EXIST in sql', 'EXIST and NOT EXIST Subqueries in sql', 'nested query in sql', 'nested query in mysql', 'exist and not exists', 'exist and not exists in sql', 'exist and not exist in oracle', 'exist and not exist in sql', 'exist and not exist in mysql', 'exist and not exists in sql server', 'exist and not exist operator in sql', 'exist/does not exist', 'mysql subquery', 'mysql nested query', 'sql nested query', 'mysql exists and not exists clause', 'sql exists and not exists']",wA9GJZcB618,{}
83,Structured Query Language (SQL),https://www.youtube.com/playlist?list=PLxCzCOWd7aiHqU4HKL7-SITyuSIcD93id,24,"Lec-66: Find Nth(1st,2nd,3rd....N) Highest Salary in SQL | Imp for Competitive & Placement exam",277171,11-10-2019 00:00,773,Gate Smashers,"['nth highest salary using correlated subquery', 'nth highest salary in oracle using subquery', 'nth highest salary in mysql with explanation', 'nth highest salary in sql using correlated subquery', 'nth highest salary in db2', 'finding the nth highest salary of an employee in sql', 'queries for placement', 'sql placement', 'sql query to find second highest salary of employee', 'nth highest salary in sql', 'sql server interview questions and answers', 'for freshers', 'for experienced', '3 years experience']",fh4yBn0oTaM,"{'a.en': <Caption lang=""English (auto-generated)"" code=""a.en"">}"
84,Structured Query Language (SQL),https://www.youtube.com/playlist?list=PLxCzCOWd7aiHqU4HKL7-SITyuSIcD93id,24,Lec-67: 3 Imp Questions on SQL basic Concepts | DBMS | NTA NET CSE June 2021,100397,12-11-2019 00:00,578,Gate Smashers,"['dbms test series', 'dbms questions', 'nta net 2022', 'ugc net 2022', 'ibps it officer questions', 'interview questions sql', 'ugc net dbms questions', 'sql questions dbms', 'ibps 2022', 'yt:cc=on', 'sql interview', 'sql questions and answers', 'top sql questions', 'sql interview questions for freshers', 'sql interview questions for beginners', 'sql interview questions for experienced', 'sql interview preparation', 'sql basic questions', 'sql questions', 'interview question sql join', 'interview questions sql basic']",BKQcn0sLZGM,{}
85,Structured Query Language (SQL),https://www.youtube.com/playlist?list=PLxCzCOWd7aiHqU4HKL7-SITyuSIcD93id,24,"Lec-53 Difference between Delete, Drop & Truncate in SQL | DBMS",285542,20-02-2020 00:00,618,Gate Smashers,"['delete vs drop', 'delete vs truncate', 'delete drop and truncate difference in sql', 'difference between delete drop and truncate in sql', 'difference between delete drop and truncate in sql server with example', 'drop delete and truncate command', 'functions', 'rownum', 'row_number()', 'sql plus', 'order by', 'select', 'from', 'Management', 'CBO', 'RBO', 'Query Optimization', 'Software (Industry)', 'analytical functions', 'Oracle Database (Software)', 'Computer Security (Software Genre)', 'Information', 'Oracle SQL Developer']",_m1aJdD-oD8,{}
86,Structured Query Language (SQL),https://www.youtube.com/playlist?list=PLxCzCOWd7aiHqU4HKL7-SITyuSIcD93id,24,Lec-52 Difference between Alter and Update in SQL with examples in Hindi | DBMS,195416,21-02-2020 00:00,481,Gate Smashers,"['alter vs update', 'ddl command alter', 'alter and update in sql', 'alter update in sql', 'update vs alter in sql', 'difference between update and alter in sql', 'update and alter in sql', 'alter in sql column', 'alter in sql oracle', 'alter in sql table', 'alter modify update in sql', 'alter table command in sql', 'modify columns in sql tables', 'SQL basics', 'sql', 'sql for beginners', 'basics of sql', 'SQL beginners tutorials', 'SQL basics queries', 'SQL query basics tutorials', 'basic SQL', 'sql basic queries']",x56CHpL4GBE,{}
87,Structured Query Language (SQL),https://www.youtube.com/playlist?list=PLxCzCOWd7aiHqU4HKL7-SITyuSIcD93id,24,Lec-54 Constraints in SQL in Hindi | DBMS,323887,22-02-2020 00:00,721,Gate Smashers,"['constraints in sql dbms', 'constraints in sql server with example', 'adding constraints in sql', 'all constraints in sql', 'integrity constraints in dbms', 'key constraints in dbms', 'referential integrity constraints in dbms', 'constraints in dbms with examples', 'constraints in database with examples', 'referential integrity constraints', 'referential integrity constraint example', 'domain constraints in dbms', 'domain constraints and referential integrity constraints']",PcMr6xoundk,{}
88,Structured Query Language (SQL),https://www.youtube.com/playlist?list=PLxCzCOWd7aiHqU4HKL7-SITyuSIcD93id,24,Lec-68: Introduction to PL-SQL in DBMS,230904,25-02-2020 00:00,384,Gate Smashers,"['plsql', 'PL/SQL', 'SQL', 'oracle', 'oracle pl/sql', 'Oracle Database (Software)', 'yt:cc=on', 'SQL tutorials', 'PL/SQL tutorials', 'ORACLE DBA tutorials', 'OCA', 'OCP', 'SQL Expert', 'SQL Developer', 'The code makers', 'programming', 'cursors', 'explicit cursor', 'implicit cursors', 'cursor in oracle database', 'cursor in sql server', 'database cursors', 'database cursor', 'Oracle - Pl/SQL - Introduction', 'Learn Oracle PL/SQL', 'Basic tutorial on Oracle PL/SQ', 'Oracle PL/SQ for beginners', 'fundamentals of Oracle PL/SQ']",iyJxCc9XRxU,{}
89,Structured Query Language (SQL),https://www.youtube.com/playlist?list=PLxCzCOWd7aiHqU4HKL7-SITyuSIcD93id,24,"Basic PL-SQL Programming(While, For Loop) With Execution | Part-2",49119,02-12-2020 00:00,372,Gate Smashers,"['pl sql', 'pl sql beginners', 'pl sql basics', 'oracle tutorial', 'microsoft sql server tutorial', 'Wildcard Character (File Format)', 'Oracle Database (Software)', 'MySQL (Software)', 'Like', 'like operator in sql', 'like query in mysql', 'like operator in sql in hindi', 'like operator in mysql', 'mysql like query', 'sql like operator', 'sql wildcards', 'mysql wildcards', 'learn sql', 'wildcards in mysql', 'wildcards in sql', 'plsql', 'plsql loop', 'plsql for loop', 'plsql while loop', 'plsql hindi', 'plsql tutorial']",yFA_ZzMynv0,{}
90,Structured Query Language (SQL),https://www.youtube.com/playlist?list=PLxCzCOWd7aiHqU4HKL7-SITyuSIcD93id,24,Basic PL-SQL Programming With Execution | Part-1,86444,29-11-2020 00:00,484,Gate Smashers,"['pl sql', 'pl sql beginners', 'pl sql basics', 'sql tutorial for beginners', 'oracle tutorial', 'microsoft sql server tutorial', 'SQL (Programming Language)', 'Wildcard Character (File Format)', 'Oracle Database (Software)', 'MySQL (Software)', 'Like', 'like operator in sql', 'like query in mysql', 'like operator in sql in hindi', 'like operator in mysql', 'mysql like query for search', 'mysql like query', 'sql like operator', 'sql wildcards', 'mysql wildcards', 'learn sql', 'wildcards in mysql', 'wildcards in sql']",2_1IgbDjqoQ,"{'hi': <Caption lang=""Hindi"" code=""hi"">}"
91,Structured Query Language (SQL),https://www.youtube.com/playlist?list=PLxCzCOWd7aiHqU4HKL7-SITyuSIcD93id,24,Single row and Multi row functions in SQL,53470,09-12-2020 00:00,344,Gate Smashers,"['single row function and multiple row function', 'what is difference between single row function and multi row function', 'difference between single row function and multiple row function', 'single row function vs multiple row function', 'single row functions pdf', 'sql tutorial', 'single row function', 'SQL single row function', 'single row functions', 'single row functions sql', 'oracle database tutorials', 'sql tutorials', 'the code makers', 'sql expert', 'SQL tutorial', 'oracle database 11g tutorial']",#NAME?,"{'en': <Caption lang=""English"" code=""en"">}"
92,Structured Query Language (SQL),https://www.youtube.com/playlist?list=PLxCzCOWd7aiHqU4HKL7-SITyuSIcD93id,24,Character functions in SQL with execution | Oracle LIVE,48686,10-12-2020 00:00,630,Gate Smashers,"['character functions in rdbms', 'character functions in oracle', 'character functions in mysql', 'character functions in python', 'character manipulation functions c++', 'character functions in database', 'oracle character functions examples', 'oracle sql character functions examples', 'character functions pdf', 'character functions tutorials', 'Oracle - SQL - Character Functions', 'Learn Oracle SQL', 'Basic tutorial on Oracle SQL', 'Oracle SQL for beginners', 'fundamentals of Oracle SQL']",NgTITZuT77Q,"{'en': <Caption lang=""English"" code=""en"">}"
93,Structured Query Language (SQL),https://www.youtube.com/playlist?list=PLxCzCOWd7aiHqU4HKL7-SITyuSIcD93id,24,Create table in SQL with execution | SQL for Beginners | Oracle LIVE,246968,12-12-2020 00:00,445,Gate Smashers,"['mysql tutorial', 'command line', 'mysql beginners tutorial', 'beginners mysql', 'mysql', 'command prompt', 'databases', 'creating a database', 'adding tables to a database', 'updating a database', 'mysql scripts setup', 'mysql database tutorial', 'mysql workbench', 'sql server', 'what is mysql', 'Command-line Interface', 'sql tutorial for beginners', 'advanced sql tutorials', 'oracle tutorial', 'microsoft sql server tutorial', 'SQL (Programming Language)', 'create table statement', 'create tables in sql']",R6Ps7aUNPE4,"{'en': <Caption lang=""English"" code=""en"">}"
94,Design and Analysis of algorithms (DAA),https://www.youtube.com/playlist?list=PLxCzCOWd7aiHcmS4i14bI0VrMbZTUvlTa,65,L-1.1: Introduction to Algorithm & Syllabus Discussion for GATE/NET & Placements Preparation | DAA,584394,06-01-2020 00:00,687,Gate Smashers,"['introduction to algorithm', 'why algorithm is imp for placements', 'algorithms in hindi', 'algorithms and data structures for gate', 'algorithms basics', 'algorithm syllabus gate 2022', 'algorithm syllabus gate', 'algorithm Syllabus', 'daa syllabus pdf', 'daa syllabus notes', 'What is the importance of algorithm?', 'types of algorithm', 'daa full syllabus', 'operating system', 'lectures DS', 'DAA', 'ADA', 'dsa interview questions', 'daa interview', 'algorithm interview', 'dsa interview']",u8JZ9gU5o4g,"{'a.en': <Caption lang=""English (auto-generated)"" code=""a.en"">, 'en-GB': <Caption lang=""English (United Kingdom)"" code=""en-GB"">}"
95,Design and Analysis of algorithms (DAA),https://www.youtube.com/playlist?list=PLxCzCOWd7aiHcmS4i14bI0VrMbZTUvlTa,65,L-1.2: What is Algorithm | How to Analyze an Algorithm | Priori vs Posteriori Analysis | DAA,367568,08-01-2020 00:00,470,Gate Smashers,"['find complexity of algorithm', 'priori vs posteriori analysis', 'What is algorithm and its types?', 'How do you Analyse an algorithm?', 'What is algorithm analysis and design?', 'How do you calculate time complexity?', 'What is big O time complexity?', 'What is Algorithm With Full Information in Hindi?', 'Characteristics of algorithm', 'Types of algorithm', 'Time and Space complexity', 'Time complexity', 'dsa interview questions', 'daa interview', 'algorithm interview', 'dsa interview']",itbkP50iggM,"{'a.en': <Caption lang=""English (auto-generated)"" code=""a.en"">}"
96,Design and Analysis of algorithms (DAA),https://www.youtube.com/playlist?list=PLxCzCOWd7aiHcmS4i14bI0VrMbZTUvlTa,65,L-1.3: Asymptotic Notations | Big O | Big Omega | Theta Notations | Most Imp Topic Of Algorithm,677825,15-01-2020 00:00,864,Gate Smashers,"['asymptotic notation in daa', 'asymptotic notation', 'asymptotic notation in data structure', 'asymptotic notation algorithms', 'asymptotic notation and its types', 'asymptotic notation analysis of algorithms', 'asymptotic notation big O', 'asymptotic notation big o omega', 'asymptotic notation big theta', 'asymptotic notation big omega', 'asymptotic notation big theta examples', 'asymptotic notation small o', 'Algorithm (Mathematical Concept)', 'Asymptotic Notations', 'Algorithms']",7dz8Iaf_weM,"{'a.en': <Caption lang=""English (auto-generated)"" code=""a.en"">}"
97,Design and Analysis of algorithms (DAA),https://www.youtube.com/playlist?list=PLxCzCOWd7aiHcmS4i14bI0VrMbZTUvlTa,65,L-1.4: Various Properties of Asymptotic Notation with Example | Algorithm | DAA,215372,16-01-2020 00:00,536,Gate Smashers,"['asymptotic notation in daa', 'asymptotic notation nptel', 'asymptotic notation algorithms', 'asymptotic notation analysis of algorithms', 'asymptotic notation big o', 'asymptotic notation big theta', 'asymptotic notation big omega', 'asymptotic notation big theta examples', 'Asymptotic Notations', 'Asymptotic notations', 'properties of asymptotitc notations', 'gate 2022', 'ugc net 2022', 'dsa interview questions', 'daa interview', 'algorithm interview', 'dsa interview']",OLttwv_4Ltw,"{'a.en': <Caption lang=""English (auto-generated)"" code=""a.en"">}"
98,Design and Analysis of algorithms (DAA),https://www.youtube.com/playlist?list=PLxCzCOWd7aiHcmS4i14bI0VrMbZTUvlTa,65,L-1.5: Comparison of Various Time Complexities | Different types in Increasing Order| Must Watch,201409,16-01-2020 00:00,581,Gate Smashers,"['asymptotic notation in daa', 'asymptotic notation in data structure in hindi', 'asymptotic notation nptel', 'asymptotic notation in data structure', 'asymptotic notation algorithms', 'asymptotic notation analysis of algorithms', 'asymptotic notation big o', 'asymptotic notation big theta', 'asymptotic notation big omega', 'asymptotic notation big theta examples', 'Asymptotic Notations', 'Algorithms', 'Asymptotic notations', 'properties of asymptotitc notations', 'algorithms', 'algorithm', 'Analysis', 'Time complexity']",19N3gWGBh5E,"{'a.en': <Caption lang=""English (auto-generated)"" code=""a.en"">}"
99,Design and Analysis of algorithms (DAA),https://www.youtube.com/playlist?list=PLxCzCOWd7aiHcmS4i14bI0VrMbZTUvlTa,65,L-1.6: Time Complexities of all Searching and Sorting Algorithms in 10 minute | GATE & other Exams,329888,04-12-2018 00:00,772,Gate Smashers,"['Time complexities of algorithms', 'Searching time complexities', 'sorting time complexity', 'linear search algo', 'binary search algo', 'bubble sort complete', 'insertion sort', 'merge sort', 'quicksort', 'heap sort', 'hashing intro', 'about hashing', 'collision resolution', 'sorting algorithm', 'A Level', 'Computing', 'Big-O', 'Bubble sort', 'Insertion sort', 'Merge sort', 'Quicksort', 'Time complexity', 'Space complexity', 'gate 2022', 'dsa interview questions', 'daa interview', 'algorithm interview', 'dsa interview']",gBz44smaa9A,"{'a.en': <Caption lang=""English (auto-generated)"" code=""a.en"">}"
100,Design and Analysis of algorithms (DAA),https://www.youtube.com/playlist?list=PLxCzCOWd7aiHcmS4i14bI0VrMbZTUvlTa,65,L-1.7: Question#1 on Comparison of Various Time Complexities | GATE Questions,141842,17-01-2020 00:00,393,Gate Smashers,"['gate question on time complexities', 'questions on time complexities', 'which is bigger time complexity', 'asymptotic notation', 'gate exam 2022', 'gate algorithm', 'nta net 2022', 'ugc net 2022', 'nta net algorithm', 'ugc net algorithm', 'Algorithm (Mathematical Concept)', 'Time Complexity', 'Computer', 'Gate', 'Design and analysis of algorithms', 'GeeksforGeeks', 'Programming', 'Algorithms', 'Data Structures', 'Coding', 'Tutorial', 'Beginners', 'Examples', 'Time Complexity Problems', 'Calculating time complexity', 'GFG']",EH8wQaRI6YE,{}
101,Design and Analysis of algorithms (DAA),https://www.youtube.com/playlist?list=PLxCzCOWd7aiHcmS4i14bI0VrMbZTUvlTa,65,L-1.8: Question#2 on Comparison of Various Time Complexities |  GATE Questions,101652,18-01-2020 00:00,325,Gate Smashers,"['gate question on time complexities', 'questions on time complexities', 'which is bigger time complexity', 'asymptotic notation', 'gate exam', 'gate algorithm', 'nta net', 'ugc net', 'nta net algorithm', 'ugc net algorithm', 'previous year gate questions', 'previous year net questions', 'Time Complexity', 'Gate', 'Design and analysis of algorithms', 'Programming', 'Algorithms', 'Data Structures', 'Coding', 'Tutorial', 'Beginners', 'Examples', 'GFG', 'dsa interview questions', 'daa interview', 'algorithm interview', 'dsa interview']",tVJdWy5NKW0,"{'a.en': <Caption lang=""English (auto-generated)"" code=""a.en"">}"
102,Design and Analysis of algorithms (DAA),https://www.youtube.com/playlist?list=PLxCzCOWd7aiHcmS4i14bI0VrMbZTUvlTa,65,L-2.1: What is Recurrence Relation| How to Write Binary Search Recurrence Relation|How we Solve them,305613,19-01-2020 00:00,435,Gate Smashers,"['recurrence relations', 'recurrence relation in daa', 'recurrence relations in hindi', 'recurrence relation by substitution method', 'recurrence relation algorithm', 'recurrence relation ada', 'recurrence relation and recursive algorithms', 'recurrence relation daa', 'binary search', 'gate 2022 algorithm', 'ugc net 2022 algorithm', 'coal india algorithm', 'Algorithm', 'Algorithms', 'Recurrence Relations', 'Back substitution', 'induction', 'dsa interview questions', 'daa interview', 'algorithm interview', 'dsa interview']",NW-naslChdo,"{'a.en': <Caption lang=""English (auto-generated)"" code=""a.en"">}"
103,Design and Analysis of algorithms (DAA),https://www.youtube.com/playlist?list=PLxCzCOWd7aiHcmS4i14bI0VrMbZTUvlTa,65,L-2.2: What is Recurrence Relation| How to Write Binary Search Recurrence Relation|How we Solve them,222218,19-01-2020 00:00,337,Gate Smashers,"['solve time complexity', 'substitution method for solving recurrences', 'back substition method algorithm', 'Algorithms', 'Recurrence Relations', 'Back substitution', 'induction', 'recurrence relation by substitution method', 'recurrence relation and recursive algorithms', 'recurrence relation complexity', 'recurrence relation daa', 'binary search', 'gate 2022 algorithm', 'ugc net 2022 algorithm', 'coal india algorithm', 'dsa interview questions', 'daa interview', 'algorithm interview', 'dsa interview']",x0n75VFd31U,"{'en': <Caption lang=""English"" code=""en"">}"
104,Design and Analysis of algorithms (DAA),https://www.youtube.com/playlist?list=PLxCzCOWd7aiHcmS4i14bI0VrMbZTUvlTa,65,L-2.3: Recurrence Relation [ T(n)= n*T(n-1) ] | Substitution Method | Algorithm,305155,19-01-2020 00:00,459,Gate Smashers,"['substitution method', 'back substitution method', 'algorithm', 'solve time complexity', 'substitution method in daa', 'substitution method in algorithm', 'substitution method for solving recurrences', 'substitution method daa', 'substitution method algorithm analysis', 'substitution method asymptotic', 'back substition method algorithm', 'Algorithm', 'Algorithms', 'Back substitution', 'induction', 'induction method', 'dsa interview questions', 'daa interview', 'algorithm interview', 'dsa interview']",icS-e8RaCyo,"{'a.en': <Caption lang=""English (auto-generated)"" code=""a.en"">}"
105,Design and Analysis of algorithms (DAA),https://www.youtube.com/playlist?list=PLxCzCOWd7aiHcmS4i14bI0VrMbZTUvlTa,65,L-2.4: Recurrence Relation [ T(n)= 2T(n/2) +n] | Substitution Method | Algorithm,102353,01-09-2021 00:00,537,Gate Smashers,"['recurrence relation', 'algorithm', 'algorithms', 'substitution method', 'master theorem', 'recurrence', 'substitution method for solving recurrence', 'substitution method in hindi', 'find time complexity of recurrence relation', 'recurrence in hindi', 'Algorithm', 'back substitution', 'gate 2022', 'dsa interview questions', 'daa interview', 'algorithm interview', 'dsa interview']",VHGisohk3Ck,{}
106,Design and Analysis of algorithms (DAA),https://www.youtube.com/playlist?list=PLxCzCOWd7aiHcmS4i14bI0VrMbZTUvlTa,65,L-2.5: Recurrence Relation [ T(n)= T(n-1) +logn] | Substitution Method | Algorithm,69938,04-09-2021 00:00,623,Gate Smashers,"['Recurrence Relation', 'algorithm', 'substitution method', 'recurrence relation', 'algorithms', 'induction method', 'Recurrence Relation T(n)=T(n-1)+logn', 'dsa interview questions', 'daa interview', 'algorithm interview', 'dsa interview']",JCX8noGdY7k,{}
107,Design and Analysis of algorithms (DAA),https://www.youtube.com/playlist?list=PLxCzCOWd7aiHcmS4i14bI0VrMbZTUvlTa,65,L-2.6: Recurrence Relation [ T(n)= 8T(n/2) + n^2 ] | Master Theorem | Example#1 | Algorithm,305366,19-01-2020 00:00,394,Gate Smashers,"['master theorem proof', 'master theorem in daa', 'master theorem for divide and conquer', 'master theorem examples', 'master theorem asymptotic notation', 'master theorem all cases', 'master theorem complexity', 'master theorem recursion', 'master theorem algorithms proof', 'master theorem algorithm complexity', 'the master theorem pdf', 'master theorem', 'Algorithm', 'recurrence relation', 'back substitution', 'gate 2022', 'dsa interview questions', 'daa interview', 'algorithm interview', 'dsa interview']",FBKjvXGGCJM,"{'a.en': <Caption lang=""English (auto-generated)"" code=""a.en"">}"
108,Design and Analysis of algorithms (DAA),https://www.youtube.com/playlist?list=PLxCzCOWd7aiHcmS4i14bI0VrMbZTUvlTa,65,L-2.7: Recurrence Relation [ T(n)= T(n/2) +c] | Master Theorem | Example-2 | Algorithm,145380,22-01-2020 00:00,238,Gate Smashers,"['master theorem proof', 'master theorem in daa', 'master theorem for divide and conquer', 'master theorem examples', 'master theorem asymptotic notation', 'master theorem all cases', 'master theorem algo', 'master theorem complexity', 'master theorem recursion', 'master theorem algorithms proof', 'master theorem algorithm analysis', 'the master theorem pdf', 'Algorithm', 'recurrence relation', 'back substitution', 'gate 2022', 'dsa interview questions', 'daa interview', 'algorithm interview', 'dsa interview']",nNabmfua14c,"{'a.en': <Caption lang=""English (auto-generated)"" code=""a.en"">}"
109,Design and Analysis of algorithms (DAA),https://www.youtube.com/playlist?list=PLxCzCOWd7aiHcmS4i14bI0VrMbZTUvlTa,65,L-2.8: Recurrence Relation T(n)=T(√n)+logn | Master Theorem,80604,25-04-2021 00:00,385,Gate Smashers,"['master theorem proof', 'master theorem for divide and conquer', 'master theorem examples', 'master theorem asymptotic notation', 'master theorem algo', 'master theorem complexity', 'master theorem recursion', 'master theorem algorithms proof', 'master theorem algorithm complexity', 'master theorem algorithm analysis', 'the master theorem pdf', 'Algorithm', 'algorithms', 'recurrence relation', 'back substitution', 'gate 2022', 'dsa interview questions', 'daa interview', 'algorithm interview', 'dsa interview']",gazsHlpcfCE,{}
110,Design and Analysis of algorithms (DAA),https://www.youtube.com/playlist?list=PLxCzCOWd7aiHcmS4i14bI0VrMbZTUvlTa,65,L-2.9: Recurrence Relation [T(n)= 2T(n/2) +cn] | Recursive Tree method | Algorithm,112537,11-10-2021 00:00,434,Gate Smashers,"['algorithms for gate cse', 'recursion tree method for solving recurrences', 'data structures for gate cse', 'gate 2022', 'recurrence', 'recursion tree method in daa', 'recursive tree method for solving recurrences', 'algorithms', 'recursion tree method', 'time complexity', 'recursive tree method', 'recursive tree method to find complexity', 'algorithm analysis', 'mathematics', 'data structures', 'recurrences', 'solution', 'dsa interview questions', 'daa interview', 'algorithm interview', 'dsa interview']",bJg_sv7PV-g,{}
111,Design and Analysis of algorithms (DAA),https://www.youtube.com/playlist?list=PLxCzCOWd7aiHcmS4i14bI0VrMbZTUvlTa,65,L-3.0: Divide and Conquer | Algorithm,162064,11-03-2021 00:00,243,Gate Smashers,"['how divide and conquer algorithm works', 'how divide and conquer approach work', 'what is divide and conquer algorithm', 'why divide and conquer works', 'is divide and conquer dynamic programming', 'is divide and conquer binary search', 'divide and conquer in design and analysis of algorithm', 'divide and conquer technique', 'divide and conquer technique with example', 'algorithm', 'divide and conquer', 'recurrence relation', 'dsa interview questions', 'daa interview', 'algorithm interview', 'dsa interview']",I8w2XN0w-fQ,{}
112,Design and Analysis of algorithms (DAA),https://www.youtube.com/playlist?list=PLxCzCOWd7aiHcmS4i14bI0VrMbZTUvlTa,65,L-3.1: How Quick Sort Works | Performance of Quick Sort with Example | Divide and Conquer,542549,20-01-2020 00:00,806,Gate Smashers,"['quick sort in data structure', 'quick sort time complexity', 'quicksort algorithm divide and conquer', 'quick sort by divide and conquer', 'quicksort concept', 'quicksort complexity', 'quick sort algorithm in daa', 'quick sort algorithm', 'quick sort and merge sort', 'quick sort best case complexity', 'how does quicksort work', 'divide and conquer', 'quicksort algorithm', 'algorithm', 'Quicksort', 'algorithms', 'gate 2022', 'dsa interview questions', 'daa interview', 'algorithm interview', 'dsa interview']",tWCaFVJMUi8,"{'a.en': <Caption lang=""English (auto-generated)"" code=""a.en"">}"
113,Design and Analysis of algorithms (DAA),https://www.youtube.com/playlist?list=PLxCzCOWd7aiHcmS4i14bI0VrMbZTUvlTa,65,L-3.2: Performance of Quick Sort | Worst Case Time Complexity with Example | Algorithm,174391,21-01-2020 00:00,496,Gate Smashers,"['quick sort in data structure', 'quick sort time complexity', 'quicksort algorithm divide and conquer', 'quick sort by divide and conquer', 'quicksort concept', 'quicksort complexity', 'quick sort and merge sort', 'quick sort best case complexity', 'how does quicksort work', 'divide and conquer', 'worst case time complexity', 'worst case quick sort', 'quicksort algorithm', 'quick sort analysis', 'quicksort analysis', 'gate 2022', 'dsa interview questions', 'daa interview', 'algorithm interview', 'dsa interview']",eN4RBi4pMvI,{}
114,Design and Analysis of algorithms (DAA),https://www.youtube.com/playlist?list=PLxCzCOWd7aiHcmS4i14bI0VrMbZTUvlTa,65,L-3.3: Imp. Question on Merge Sort | Divide and Conquer | Algorithm,180091,07-01-2019 00:00,360,Gate Smashers,"['gate 2022 merge sort', 'gate 2022 test series', 'last minute gate preparation', 'merge sort questions', 'best questions gate', 'most expected question gate', 'ugc net 2022 questions', 'psu questions 2022', 'divide and conquer', 'merge sort in divide and conquer', 'algorithms', 'mergesort', 'recursive mergesort', 'drawbacks of mergesort', 'gate 2022', 'coding', 'pseudo code', 'Bubble Sort', 'jobs', 'software', 'questions', 'solutions', 'course', 'facebook', 'dsa interview questions', 'daa interview', 'algorithm interview', 'dsa interview']",Ms8g8w-6r2Q,"{'a.en': <Caption lang=""English (auto-generated)"" code=""a.en"">}"
115,Design and Analysis of algorithms (DAA),https://www.youtube.com/playlist?list=PLxCzCOWd7aiHcmS4i14bI0VrMbZTUvlTa,65,L-3.4: How Bubble Sort Works | Performance of Bubble Sort | All Imp Points with Example | Algorithm,209374,22-01-2020 00:00,513,Gate Smashers,"['bubble sort algorithm', 'bubble sort in c', 'bubble sorting in data structure', 'bubble sort example', 'bubble sort and selection sort', 'bubble sort analysis', 'bubble sort algorithm in daa', 'algorithm gate', 'algorithm question for placements', 'bubble sort', 'sorting algorithms', 'insertion sort', 'time complexity of bubble sort', 'algorithms', 'best computer science youtube channel', 'quick sort', 'sorting techniques in ds', 'dsa interview questions', 'daa interview', 'algorithm interview', 'dsa interview']",re9ytVtt5zg,{}
116,Design and Analysis of algorithms (DAA),https://www.youtube.com/playlist?list=PLxCzCOWd7aiHcmS4i14bI0VrMbZTUvlTa,65,L-3.5: Insertion Sort | Time Complexity Analysis | Stable Sort | Inplace Sorting,190338,05-08-2020 00:00,932,Gate Smashers,"['insertion sort algorithm', 'insertion sort best case', 'insertion sort best and worst case', 'insertion sort time complexity', 'worst case insertion sort', 'how does insertion sort work', 'sorting algorithms', 'bubble sort', 'quick sort', 'selection sort', 'heap sort', 'ugc net 2022', 'ds notes', 'algorithm', 'merge sort', 'net exam 2022', 'Software', 'Insertion Sort', 'course', 'technology', 'java', 'amazon', 'coding', 'microsoft', 'school', 'sorting', 'dsa interview questions', 'daa interview', 'algorithm interview', 'dsa interview']",s9fmGjFY1v0,"{'a.en': <Caption lang=""English (auto-generated)"" code=""a.en"">}"
117,Design and Analysis of algorithms (DAA),https://www.youtube.com/playlist?list=PLxCzCOWd7aiHcmS4i14bI0VrMbZTUvlTa,65,"L-3.6: Selection Sort | Time Complexity(Best, Avg & Worst) Analysis | Stable or Not | Inplace or Not",137222,06-08-2020 00:00,697,Gate Smashers,"['selection sort', 'selection sort algorithm', 'selection sort worst case', 'selection sort best case', 'how does selection sort work', 'selection sort working', 'time complexity', 'selection sort space complexity', 'selection sort stable or not', 'algorithm interviews', 'algorithm coding', 'design analysis selection sort', 'mycodeschool', 'coding', 'software', 'facebook', 'enterprise', 'course', 'school', 'training', 'skill', 'analysis', 'dsa interview questions', 'daa interview', 'algorithm interview', 'dsa interview', 'google', 'microsoft']",Lrd1QaKyok4,{}
118,Design and Analysis of algorithms (DAA),https://www.youtube.com/playlist?list=PLxCzCOWd7aiHcmS4i14bI0VrMbZTUvlTa,65,"L-3.7: Introduction to Trees (Binary Tree, Almost Complete Binary Tree, Full BT, Complete BT, BST)",271343,22-08-2020 00:00,645,Gate Smashers,"['binary tree', 'binary tree traversal', 'full binary tree', 'strict binary tree', 'complete binary tree', 'Binary Tree', 'data structure', 'programming', 'Breadth-first Search', 'Tree Traversal', 'what is binary tree in data structure', 'binary tree and its properties', 'tree in data structure', 'what is binary search tree in data structure', 'avl tree insertion and deletion', 'what is tree in data structure', 'dsa interview questions', 'daa interview', 'algorithm interview', 'dsa interview']",I_JuQ5ayPmc,{}
